Review Title,Review Text,Date of Stay,Author Contribution,Rating
"Iconic hotel that lives up to the hype. Amenities, service, quality are all top draw… and then there is the roof top…","This hotel comes with a high reputation and huge instagram following, and it met every expectation we had. The room have top quality, including a lounge setup, fantastic city view, huge TV, and large floor plan. Then the rooftop infinity pool and bar are awesome. With a large area meaning you always have space, even when busy, and trees growing within the walkways, you wouldn’t believe you are up in the clouds until you look over the edge! Amenities, service and price are five star, and you get what you pay for. It’s an iconic venue that lives up to the billing and must be on your wish list.",September 2023,199,5.0
Wonderful Stay,"Our second visit to Singapore and we had always wanted to visit this iconic hotel and it did not disappoint.We arrived early but one of the two rooms we had booked was ready so we were given access to it immediately which was great. Stunning views of the gardens by the bay and a beautiful room.For us the pool was the big attraction and again it was just fabulous, we had food and cocktails which given where we were was pretty reasonably priced.The breakfast was a big wow, everything and more that you might expect for breakfast. The only small negative was when we were checked out and waiting a bit for our pre booked taxi there are not a lot of seats!But absolutely loved our stay. A special mention for Alcher who was especially helpful tho all the staff were lovely.",September 2023,8,5.0
A view like no other!,"Truly a once in a lifetime experience! Stepping out and seeing the view from the infinity pool was a moment we will never forget, the night time view with the city lights is simply magnificent! If you are planning to visit Singapore this is a hotel not to be missed. The service is remarkable, the fragrance flowing through the air at this hotel is luxurious and sets the tone for what is to come. We made incredible memories here, thank you to all of the amazing staff who were gracious enough to allow us to check in early and provided exceptional service throughout our stay!",September 2023,10,5.0
Great stay for the GP,"Lovely hotel rooms. Spacious, spotless, great views all round. Great location with a bridge to get to the track. We stayed for the Singapore GP which meant it was extra busy so all the restaurants were booked up and getting a drink in the bar(s) was a bit of a fuss. The hotel is so large you don't feel like you get any benefits for being a hotel guest, we had to queue several times just to have a drink. It sounds ridiculous given the size of the hotel and vast array of restaurants, but the hotel would benefit from a bar for guests only to enjoy a nightcap. We tried to go to Ce La Vie one evening and it was $180 cover charge.",September 2023,106,5.0
Amazing,"This is an amazing place.My sister once said, the Singapore skyline took her breath away.In 2018 our mother shouted us a trip to Singapore.My sister, Karon! Showed my HER Singapore and it did not disappoint.The views from Marina Bay Sands were breathtaking!",August 2023,10,4.0
Fantasic! We loved it!,"Great! We liked everything! The room was luxury, the bathroom was just amazing. We had Bvlari soap and shampoos, Dyson hair dryer and all amenities - tooth brush and paste,hair brush and all you need. The view from the room was stunning and breathtaking. The mini bar has everything you need. The pool was great too.",September 2023,50,5.0
A sumptuous hotel!,"Though we only had cocktails on the top floor adjacent to the swimming pool, this felt like a stunning luxury hotel in which to stay.  The waitstaff in the cocktail bar were super attentive and patient with our group, the mocktail (pictured) was refreshing and interesting.The building itself was space age and just awe-inspiring in its breathtaking design.",August 2023,642,5.0
"Great room services, fantastic city view from the hotel, convenient shopping environment, my favorite restaurant Mott 32","Me and my husband had a wonderful day at MBS hotel, we stay at city view room and it gave us a splendid view from the hotel. We even can enjoy the night music show from our room. We wish to go back soon!",October 2023,1,5.0
Wonderful hotel,"One of the best hotels we've stayed in. The views are amazing and the service is good too. We stayed for only one night to experience it as the price is not cheap, but overall it is a wonderful experience at a luxurious hotel",October 2023,3,5.0
3rd visit to Marina Bay Sands Hotel,"Went to MBS  ( Marina Bay Sands) for third timePre Registration thru MBS App:Very convenient and efficientScanning of passport / National Idenifty Card ,followed by face scanning ,all thru your own mobile phoneWent to hotel lobby at 2.10pmDigital key was activatedThen made 2 options- one - pay room deposit via registered credit cardTwo- pay refundable deposit at counterAfter making choice , then face scanning in appAfter that, i was assigned room at tower 3 level 44Went to room , changed into tee and short. Then inspect room , take pic , then went to level 57 for poolAgain, swimming pool very regulated, crews made inspection to ensure area cleanFinally went to pool area, order cocktail Then swam for a while , admired the sceneryTill crew told everyone to get off pool due to bad weather.Thus i finished my cocktail and went to liftAt lift which was crowded, i had difficultly tapping digital key card via phone.Lift don't stop at my floor, then went downto ground floor   then i tapped again and press level 44Finally reach my room ,and then ordered in room dining .Within 40 minutes, food arrivedIn room staff very service oriented ( very good)After light meal, go and take light napThen request evening turndown as well as retrieval of dining tray.Went to counter to request for physical key card as digital keycard sometimes took a while to respond ( due to my phone network issue. I had to switch to MBS wifi)Went to Gym at Sand Expo and Conventiom Centre level 3Staffs are niceHad brief work out Then went around window shopping Return to hotel room at late nightPurchased breakfast at Bloom & Origin  and went back to roomCheck out by inserting card into Checkout BoxThk for great service , MBS I will return when the hotel fully completed renovations with Club rooms , club lounge at level 55",October 2023,126,5.0
Best Hotel Ever,This is one of the best hotels ever. The service staff were so kind and check in was a breeze. The room itself is bright with many luxuries and most of them have a balcony overlooking Gardens By The Bay. The restaurants and the mall are also great with lots of dining options and shops,December 2022,2,5.0
Marina Bay Sands - You must visit and stay!,"If you want to experience luxury then this is the hotel for you. Marina Bay Sands did not disappoint. From the moment we stepped in the hotel, we were greeted and welcomed by the staffs. Special mention to Ferrari in Rise Restaurant who went far and beyond in accomodating us. Special thanks to the pool attendees (Ryan, Christy and Jaysen and also Ryan the lifeguard). They were very friendly and prompt in their service. MBS is a must place to stay if you are in Singapore.",October 2023,1,5.0
I had a great time.,"I'm satisfied with everything. The hospitality started before we arrived, and as soon as we arrived we were guided to the building and our room, so we didn't have to worry about getting lost. The view from the terrace is amazing and the infinity pool is a must-see.",October 2023,2,5.0
Thank you Xavier,"Dear XavierI hope this message finds you well. My wife and I wanted to take a moment to express our sincere gratitude for the extraordinary assistance and warmth you extended to us during our recent stay Your dedication and commitment to guest satisfaction truly made our experience memorable and exceptional.Your thoughtful gesture in making my wife's birthday special did not go unnoticed, and we greatly appreciate the effort you put into ensuring every detail was perfect. Your exemplary service reflects not only your personal dedication but also your role as an Ambassador of this esteemed hotel and a member of Les Clef’s D’or Singapore.We were thoroughly impressed by your professionalism, attention to detail, and genuine kindness. Your passion for your work shines through, and it's evident that you go above and beyond to ensure guests have a wonderful stay.As you mentioned your future plans for a visit to India, please know that you have our contact information. We would be more than happy to return the favor and assist you in any way possible during your stay in India. Whether it's recommendations, travel tips, or any other assistance you may require, please do not hesitate to reach out.Once again, thank you so much for your outstanding service and for making our stay truly special. You are a credit to your profession, and we wish you continued success in your career.",October 2023,50,5.0
This hotel certainly has the WOW effect.,"Wow this hotel and all the amenities were amazing! Stayed 2 nights. The rooftop pool was absolutely beautiful, views over the city. Daytime lovely and nighttime swimming was out of this world.What sets this apart from other hotels we’ve stayed in are the people who work there. Every single person was so helpful and went out of their way to help you to enjoy your holiday. Wish I knew all the names to give them a mention.One in particular who stood out and I got to know his name ‘Raymond’ He went above and beyond to help us with our airport pickup. Hope I get to spend time in this beautiful place again, it was worth every penny!",October 2023,57,5.0
Completely Different than My Last Visit...Exceeded All Expectations!!!,"My family recently (October 2023) stayed Marina Bay Sands (MBS).  This was my second stay at MBS (my first was in July 2018), and the level of service my family and I experienced far excelled the service I received during my last visit.  Following my 2018 visit, I thought my stay at MBS then was amazing and their service quality was solid (I stayed in one of their Club Rooms then).  I could not imagine that the level of service could've improved - but it did!We chose to stay in one of their newer Family Suite Rooms, and we took advantage of the Family Escapade Package.  We were a family of three and we appreciated the extra space, and additional bedroom we had in the suite.  The extra touches the suite had with respect to the free snacks for children, in-room books to read, keepsake back-pack, and plush Rori the Lion were nice additions and perfect for our 16.5 month old son.I would like to especially call-out Ms. Jemcy and her Premium Services Team for making our stay memorable!  Ms. Jemcy and her team made everything about our stay very easy.  From arranging airport transfers, transport to/from a family photoshoot away from the hotel to arranging late check-out -- they took care of us from the moment we cleared immigration and customs to when we checked-in for our departing flight.  Yes, there was also a team at Changi Airport to help with arrival and departure!  I thought that the Premium Services Team's use of WhatsApp to communicate service requests was very smart, and it was convenient.  I also really appreciated the in-room check-in and in-room check-out that we got, so there was no need to line-up in the queue at all.  We were met at the Hotel Entrance when we arrived at the hotel and escorted straight to our suite.  When we left, the team was outside our door for a bill review, to help with our luggage, and to make sure we had everything & didn't forget anything in the room.What was really touching for me and my family was the gift our family was presented with from Ms. Jemcy and her team when we checked-out.  We were genuinely surprised and touched!At the end, my family and I were sad to leave!  Ms. Jemcy and her team made everything so easy, all my family and I had to do was create memories to cherish in the years to come.Thank you again and our family looks forward to staying at MBS again!",September 2023,4,5.0
A very efficient hive,"Huge hotel, lots of staff, good service, big cozy rooms, many good restaurants in the compound, and of course the infinity pool on top of the hotel. Overall: an expensive adventure but worth every cent!",September 2023,82,5.0
Had a great stay at MBS 🥰,We had a wonderful stay at MBS. The rooms are well cleaned and we really enjoyed our time at the pool. Staff are attentive and helpful. Special thanks to Mr. Sean the tall and funny guy. He is such a charmer. He helped us upon our arrival and assisted us during our departure as well! Thank you for your kind service. We also watched the light show at Gardens by the bay and it was so magical and breathtaking. The mall is huge and accessible. Will definitely go back to stay.,November 2023,2,5.0
Expensive but an absolutely unique experience and worth every penny,"I work in a charity in rural Bangladesh and recently decided I needed a break and dipped into my savings to stay at the Marina Bay Sands for two nights. Have wanted to go for years but it's significantly outside my normal price bracket. It was an amazing experience and  I was lucky enough to have view over the Bay Gardens. When I went in to the room, as the door opens, the curtains automatically opened on the panorama. This was quite a contrast with rural Bangladesh and I was so astounded I burst in to tears! Which brings me to haw lovely the staff were. especially Crystal on reception and Art who took me to my room and coped with my mild hysterics admirably. So much to do in the hotel and surrounding shopping complex museum etc, not forgetting the Bay Gardens. The swimming pool and observation deck add further to the uniqueness of this environment and it was two days I will never forget. Despite travelling a lot this is the first hotel review I have even written!",November 2023,1,5.0
Thank to all employee in marina bay sands,"I think the decision to spend our first visit to Singapore and 16th wedding anniversary at the Marina Bay Sands Hotel was really good. Jialli, an employee of the portal desk - I don't know if it's accurate. She had short hair, glasses and a beautiful smile. We met at the desk at Tower 2 on December 3 at 11 a.m. I really want to thank her with all my heart. Thanks to her, our first visit to Singapore was even more fantastic. Thanks to her, I wanted to visit Singapore again. Also, thanks to her, I thought I should come to Marina Bay Sands again. And I would also like to thank Yezar, a customer service agent.",December 2023,1,5.0
We had wonderful experience and the best service from Honey!,"We had the BEST experience and the BEST service from Honey of premium services. From in room check in until our departure was excellent. She explained everything like we don't have any questions to ask. She even helped us to make reservation at Spago for our anniversary dinner, she's very sweet and always smile. The room, infinity pool and restaurants is very nice. We had unforgettable experience at this hotel for our anniversary. Here's hoping to see Honey again for my daughter's birthday next year!",November 2023,1,5.0
Amazing birthday experience,"We had an amazing stay at Marina Bay Sands where we celebrated our daughter’s birthday. The customer service was truly exceptional - thank you especially to Karu, Honey, Ed in Spargo, and Mark at the beautiful infinity pool. The staff were quick to respond to requests and everything was done with a smile. MBS is one of the best places we have ever stayed and we can’t wait to go back!",December 2023,1,5.0
Great gym to go,Chanok and Roselyn are very nice and hospitality. They introduce the facilities very well and have an ice chatting. My family and I have a good time here. Definitely will come here next time. Thank you so much!,December 2023,1,5.0
Good service by Front Office Rose,Rose was very cheereful/ friendly  and gave us the best service when we check in. She was very accommodating and very pleasant welcoming us. She loves our baby too!  Check in took less than 5 minutes. She gave us a complimentary upgrade to the city view which we were so grateful. The room was very spacious enough for our baby to move around and it’s big enough to accommodate a baby cot.Rose even arranged an Anniversary cake for us. Such a lovely girl.  Thank you for the good service and we definitely remember you !,November 2023,1,5.0
Great experience,"Experienced the Marina Bay Sands Hotel located on the 44th floor Sky View (Facing City)Absolutely amazing room and views, the infinity pool especially at night time was amazing.The location is perfect.Yes it is expensive but it is worth it for the experience.Voted 4 stars due to the checkin was below standards as I asked for reservation for the Ce La Vi restaurant weeks prior but at check in the staff was rude and denied this request and made us look like idiots.The manager at ce la vi made up for it.",November 2023,35,5.0
Once in a Lifetime Experience,"We would like to recognize a special employee at Marina Bay Sands who made our stay forever memorable!  His name is Robert, and he was the butler for our Room 4178 in Tower 2.  We were unexpectedly upgraded to an amazing room that came with butler service, an experience that for us was once in a lifetime.  Robert attended to our every need, and more than we could imagine, including arranging and personally escorting us to our own cabana at the infinity pool, where we got to see a spectacularly beautiful sunset!  When we got back to our room, there was a lovely anniversary cake and personal hand-written note by Robert waiting for us.  He also arranged professional limousine service to the airport, again personally escorting us, along with other butler staff members, to the limousine.  Robert and the other staff at Marina Bay Sands made our 39th wedding anniversary truly unforgettable!  Thank you, Robert, and the staff at Marina Bay Sands!Sincerely,Brian & Cynthia",October 2023,1,5.0
Exceeded My Expectations,"So I went into this stay with not the highest expectations, but more of it satisfying curiosity and allowing for many instagramable photos. Anyway, I was recently in Singapore for a few days, and decided I would try the Marina Bay Sands as I had been to Singapore mangy times, but never been to the hotel, and really just wanted to go to the pool, and since you can’t use the pool without staying at the hotel I thought why not.The hotel is not cheap, although I did stay in December so I expected it to be pricy. Overall, my room which was a king size with a slightly upgraded view (which actually turned out to be great) and breakfast for two added came to a total of $867 for one night – pretty steep, but this is Singapore. We arrived at 11:00, and hotel check-in isn’t until 3.  I had asked for an early check-in as a courtesy before I arrived, and they said they would try, but of course since I am not a casino high roller, and it is also a very busy hotel there was no room ready when I got there.  They do, of course give you a key that allows you access to all the amenities, so if you want to go to the pool, gym, etc. you can. Our room was ready at  1pm, so we only had to spend two hours wandering around, which really wasn’t that bad since the hotel and adjoining mall are massive.  But to the meat of my review.  While we could not get checked-in right away, the service from the moment we arrived at this incredibly busy hotel was excellent. Everyone from the bell hop to the concierge, to the check-in person is extremely polite and accommodating, and takes time to explain the features of the hotel.  Other review lament the time it takes to check-in but to be honest (and I was expecting the worst so maybe that’s why I was so surprised), check-in went very quickly. The pool is amazing – the view are so incredible, and the pool side service despite being busy is very good.  I thought it would be like Las Vegas where it is impossible to get a chair, and you have to pay to reserve one, but despite the fact that it is always busy, there seemed always to be chairs available. The room was also very nice, as it should be at this price point, but also better than I expected.  Very spacious, with a complimentary mini bar of soft drinks, and our room had amazing views. Technically they call it” garden view” but it looks out towards the ocean, and one could  see the endless number of container ships, and the Indonesian island of Batam in the distance.  One could also see the gardens, which put on a light show twice per evening. I was quite happy with the room. As I mentioned, we paid for our breakfast for two as an extra addition to the roommate. You get a choice of breakfast either downstairs in the lobby restaurant, or upstairs net to the pool at Spago. It is important to note, that while you’re eating at the Spago venue, I do not think the food is any different than you would get downstairs. More importantly, according to the prson who checked us in, the downstairs buffet is much larger so the selection is far more impressive. Regardless, we were more concerned with atmosphere as opposed to food since we aren’t really breakfast people so we opted for Spago. This was the only time I thought the service fell short – while most of the staff tried really hard, the restaurant was really busy, and does not take reservations for breakfast so had we not shown up when we did we probably would not have made it – we did no wait that long, but there are a lot of people trying to eat breakfast at 0930 on a Saturday. There is a buffet, and an a la carte menu. The buffet is typical selection in this part of the world with a lot of Asian breakfast dishes, same thing on the a la carte menu. Our waitress seemed uninterested, and twice we had to ask for black coffee (just regular black coffee), we also had to ask for our a la carte items. Overall, I would recommend eating at the restaurant downstairs, as unless you go really early in the morning or get lucky, you probably are not going to get a table with a view at Spago, so at that point it’s more about the fodo selection. To wrap it up – and sorry for the length – the Marina Bay Sands is an amazing hotel with excellent views. The pool is stunning, and will provide endless opportunities to make your friends jealous on social media. I would probably not stay twice as I would rather at least get points if I am paying this much for a room, and frankly, even tough they do an amazing job of managing all the people it is still sort of a tourist trap.  However, it definitely is worth trying at least once  - if you have never stayed, you got to try it!",December 2023,211,5.0
