Review Title,Review Text,Review Date
amazing,"super luxurius hotel, with amazing cleaness, comfort rooms, top top view from all center of city of the roof top sky swimming pool . amazing design of the stracture like a lader that stands in two, from isnisde are the room entrances and the out side their balconys. facinf half at city center and other half at the garden with the light show!!!!",Date of stay:
MY FANTASTIC STAY AT MARINA BAY SANDS!,"Everyone wishes to stay and experience great places. Marina Bay Sands Singapore is the most famous place in Asia . Iconic hotel and infinity pool which everyone wishes could come.
And wishes granted last Chinese new year February 1&2,2022 .
We had a great experience!
Hotel lobby staff were very helpful and entertaining. Greeted us with a smile. By a chance I had met Ramesh the front office manager, he assisted our check in and upgrade our room to the high level .Wow that's awesome!!! How kind he was👏
The best part of our stay was at infinity pool and jacuzzi!
It was really indeed a great experience, fantastic view and relaxing .
Pool staff are very courteous with good service.

Marina Bay Sands hotel provide us unlimited WiFi, a lot of complimentary drinks, Nespresso coffee, tea , soft drinks and many more plus toiletries.
Dinner room service was great as well , delicious food served on time with a good service and smile from the hotel staff.


Thank you Marina Bay Sands!",Date of stay:
Legendary infinity pool and great service,Well-located iconic hotel with an outstanding view from the rooftop. We stayed 2 nights in October. The Check-in procedure was smooth. And our room was just amazing. We were upgraded to the family suite with a garden view.,Date of stay:
Great Pool Service!,It is understood that the views from the infinity pool are awesome. Unsurpassed. What made our visit extra special was the kind attention that Lifeguard Kelvin paid to ensuring that my friends and I captured those special moments. He voluntarily offered to take our pictures and ensured that he took his time to capture the moments with the highest quality. All the pictures were captured beautifully and made our visit all the more memorable. Thanks Kelvin!,Date of stay:
Best hotel service I have ever had,"Checked in here mid February and very much enjoyed the hotel. First the check in process was quick and professional. I even got a complimentary upgrade by signing up as a rewards member which was a nice surprise. The room was extremely clean and contained complimentary drinks and snacks in the mini bar and fridge which gets stocked daily.

The staff here were phenomenal! From housekeeping staff to lifeguards at the pool I was greeted at every entrance, making conversation and genuinely happy to see me. The staff member Ryan (pool lifeguard) did a fantastic effort in making sure my experience at the pool was the best it could be. He offered me a towel as a headrest, took a few photos of me and made sure i my experience at the pool was constantly met. He and other staff members made my experience at MBS that much better.

The highlight of the stay here was the infinity pool, you do need to book, however it means that the pool area is really quiet to the point where I have the entire pool to myself at particular moments of the day.

Overall, this is one of the best hotels I have ever stayed at. Customer service was phenomenal, overall service was great and had an amazing experience that I will never forget. Thank you MBS.",Date of stay:
Awesome Stay-cation,"It was an awesome experience to stay at this hotel. We were greeted by Joanne from Premium Services upon our arrival and was very informative and very helpful with our needs during our stay. From pool to dining reservations, she handled it like a pro!
We stayed at Orchid Suite City View and we were amazed by the view and the space of the room. We have an unobstructed view of the city skyline.
We also had a great time at Club 55 from afternoon tea to Evening Drinks until next day’s breakfast!
It was a very memorable stay and thank you for the staff who made this stay awesome.
Special mention to Miss Joanne Gonzaga of Premium Services, and Miss Vella and Miss Kate from Club 55 for taking care of us all throughout our stay! You guys did a great job!",Date of stay:
An (Almost) Great MBS Experience,"Due to the pandemic and the fluid nature of border restrictions, we opted to spend our anniversary this year in Singapore again.

We opted for 3 separate staycations and, in order to compare the hotels we’ve chosen, the duration for each of our staycations was the same duration and over the same days of different weeks.

Marina Bay Sands was our second staycation.

We had stayed once before but that memory was become fuzzy. All I could remember was that the restroom was huge.

Actually we didn’t plan to stay at the MBS. However, due to the availability of a promotion, we decided to have our second staycation there – and boy were we glad we did.

We always opt for rooms with club benefits. However, during the period of our staycation, all the rooms with club access were under renovation and only suites were available. I decided against going for a suite since we would probably just stay on bed the whole time and would not be able to justify the hefty costs for the extra space in the suite.

Hence, it was with trepidation that we booked for our stay from December 14 to 16 2021.

My wife was so apprehensive about the prospect of a staycation without club benefits that she wanted to cancel it.

Pros:
1. MBS makes full use of technology. Prior to our check-in, we received a link to select our preferred check-in time. This totally removed the need to speak with the front desk at the start of our staycation. We also got to book our slots for the use of the infinity pools and other hotel facilities.

2. The hotel is really serious about its safe management measures. This is the ONLY hotel that checks in every guest who uses the lifts to the room and checks out every guest who exits the lifts. There is no way extra ‘guests’ can make their way into the guest rooms.

3. The air-con in the room works fantastically well. The room was chilled to the level of our liking!

4. Although we stayed in an ordinary room, the mini bar was replenished daily and it was free!
What a treat!

5. I have always thought that having a TV in the room was a silly idea. However, MBS managed to change that opinion of mine because its smart TV was easy to connect to my phone and we could watch Netflix on TV.
I have stayed in hotels that have smart TVs that are impossible to connect. Staying at the MBS was like staying at home – only better.

6. My initial thought that the check-in process was one that was going to spoil my staycation due to the sheer number of people at the lobby. However my personal experience was a super pleasant one. I was ushered into a room with a seat and was attended to by a very thorough and professional Ms Adilah. Ms Adilah did not ask questions as a filler or just to make small talk. She asked questions so that she could provide solutions. For example, she asked if I have booked for my pool sessions. When I told her I could not get a timing for the first day, she took the trouble to secure a slot after making a few checks.
To me, the checking in process sets the tone for my stay.
Thank you, Ms Adilah!

7. There are a lot to do at the Marina Shoppes. Because my membership was upgraded to the next tier, it made shopping and dinning at the restaurants linked via the escalators an even better experience.

8. Checking out was equally efficient. No forms. No queues. Just drop your room card and its done.

Cons:

Normally I would have a long list of cons. For MBS, the ONLY negative point I would give was for our unfortunate dinner experience at the Rise Restaurant located in the lobby.
Not only was the waiting time for our food unduly long, the taste way of the fried rice and satay were below mediocre.
I really don’t think the restaurant can justify the 40-minute waiting time for a plate of fried rice and a few sticks of satay.

Moreover, our order of satay came undercooked!

The mutton was impossible to chew and the meat was red and bloody. I had to spit it out.

When I informed the wait staff, the remaining 2 sticks of satay were sent back to the kitchen and returned - charred and inedible.

On hindsight, I thought even a regular restaurant would have prepared another 2-3 sticks of satay and served them to us instead of taking the undercooked ones back into the kitchen to char them.

Given the current pandemic situation, I thought the restaurant should have known better.

Moreover, I would say that the satay served at Rise was of the worst I’ve tasted offered by any restaurants in any hotel.

This is definitely does not live up to an MBS standard and reputation.

The dinner at Rise was the only bad experience we had during our short staycation. It kinds of spoilt our dinner on the second night of our stay.

Would we stay again? We would love to experience the club lounge at the Marina Bay Sands Singapore. I want to believe it is going to be of a standard above the rest. But we’ll probably never going to step into Rise again.",Date of stay:
Fantastic stay and Superb Service,"My husband and I checked in last weekend and we really had a great stay with this hotel. We booked a club room with club access. Our room is really big, clean and nice. I would like to take this opportunity to thank Vincent and Aries for taking care of us while we were having afternoon tea and cocktails. We really appreciate their efforts in making sure we were okey while we were at Club55. Sometimes the service is reason why the guest comes back and I can say that those people convinced us to come back through the BEST service that they provided to us. Kudos to MBS and all the staff. We will definitely come back.",Date of stay:
Marina Bay Sands,"Given that MBS is an excellent hotel to stay and relax, I want to give my appreciation to Mr. MOE (Ministry of Entertainment) 😂 for taking our photos it’s really great for our social media feeds. He really enjoys what he do and really help other hotel guests for taking photos and where is the best spot to take one. 😊😊😊 I attached his work.

PS: Mr. MOE if you will be busier because of this I’m sorry. ✌️😌😁",Date of stay:
Birthday treat,When we checked in I told them it was my birthday. Daniel then told me he had upgraded us to a suite. It was unbelievable! Huge with floor to ceiling windows on both sides and phenomenal views! I will never forget this experience. Dinner at C’est La Vie and a swim in the rooftop pool in the morning topped it all off. I would highly recommend this hotel for a special occasion.,Date of stay:
A good experience,"The infinity pool offered a great relaxation experience and Moe the lifeguard went an extra mile to make our visit extra special by offering advice, and also helping us take breath-taking views of the skyline. Thank you for the wonderful time.",Date of stay:
Compliment front desk staff from MBS hotel vip counter,"Thank you so much to front desk officer Ethan from VIP hotel check in one. MBS.
Indeed professional and fast.
Thanks for recommending variety foods at Rasapura food court. Yummy and reasonable.
Have a good day. I am looking forwards to use the facilities and the infinity pool .",Date of stay:
MBS,We had the most wonderful experience at Marina Bay Sands. Look out for Moe on the rooftop Infinity Pool. He will make your experience even more memorable. Capturing amazing photos of the guests and full service. He really went out of his way providing exceptional guest service.,Date of stay:
Customer Service,"Mr Moe is awesome, great customer service, knowledgeable, great personality. He has made our short time at the Infinity Pool an amazing experience.

He goes the extra mile at every stage.

Thank you so much Mr Moe.",Date of stay:
Amazing service!!,The whole stay was so much fun and amazing value for the stay! Big shout out to Samitra on the check in desk for helping us! And to Kelvin the lifeguard at the pool for the best photos and being so helpful!,Date of stay:
Infinity pool - MBS,"Had the wonderful lifeguards Kelvin and Ryan assist me and made me feel very welcome at MBS. Such friendly, helpful and wonderful staff who work here. MBS should be very proud. If you ever have the pleasure to stay here, keep an eye out for these two wonderful people.",Date of stay:
Great Accomodation! ♥️,"My best friend and I really had so much fun here! It is our first time to have this kind of ⭐️⭐️⭐️⭐️⭐️ hotel staycation and the price is incredibly worth it!!! From the check-in to personalised wide screen greeting, to room service, to infinity pool accomodation, to express service! It really wowed us!!! All the staff were super duper amazing! We feel like we’re queens 👸🏻 👸🏻

Thank you so soooooo much for the ⭐️⭐️⭐️⭐️⭐️ service, MBS!

P.S.
if we can give the MBS more than ⭐️⭐️⭐️⭐️⭐️, we will! Like thousands ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️😍",Date of stay:
Great stay with the family,"The stay was a birthday gift from the missus. It went smoothly from checkin to checkout. All the staff were great but a special mention to Moe at the pool. He takes a good photograph and knows the best spots. If you go, get him to take some pics with your phone and then go and enjoy the view. 10/10",Date of stay:
Excellent service by Infinity pool life guard at Marina Bay Sands.,"Never expected a life guard to be so helpful. MOE was helpful to offer help to me and my friend take photos.
My friend and I had a wonderful day full of joy. Thank you Marina Bay Sands to have a good staff.",Date of stay:
Horrible hospitality and customer service,"I tried to book a hotel reservation with the company and they refuse to send me a confirmation. I need this reservation for my travel visa to Singapore with friends and family, but I've been waiting DAYS for their confirmation and because of it, missed my chance to apply for VISA.

For the families that did go, they canceled their booking with marina Bay sands after their horrendous customer service. The front desk was incredibly rude when we needed help with check in.

Priort to arrival, when we asked for a manager, he promptly ignored our inquiries about whether or not we need to:
1. quarantine in the hotel until a negative test
2. would send us a confirmation email for room reservation

When my family went to the actual hotel to speak to a supervisor about this, they said it was out of their hands that they can't control their managers response times. What?

What kind of customer service is this? Additionally, it took a long time for them to check us in. The situation was so horrible and I heavily don't recommend this place for future travellers.

We promptly cancelled our reservation, without caring for a refund, and departed to another hotel that appreciated our service. Super disappointed and will be warning all of my peers from this place.",Date of stay:
Great Views and Great Staff,"Booked 2 rooms due to large family and Stayed over the New Year break. Fantastic views from the room. The staff were excellent all the way down to housekeeping. Special call out to my attendant who topped up kids drinks in our mini bar when he saw our horde of munchkins.

View from Pool was incredible as was all the food there in general. I would point out to any one trying to stay there over peak periods to book early. This includes dining reservations. Up to a week prior to my stay, all restaurants were already booked out - totally my own fault for not thinking further ahead. On the upside, the room service is incredible and serves pretty much 24 hrs.

Would come back for sure.",Date of stay:
"Excellent hotel & pool, will be back","Top tip: book slots for the pool early!

Excellent 3 days 2 nights staycation. We were lucky to have a room on the high floors and view was amazing. Check-in and out we're a breeze. Service staff from the front desk, housekeeping and general staff were friendly and polite.
Wifi was free and worked well.
Loved that the mini bar was refilled daily, soft drinks, chips, nuts, water and tea replenished 😊

Aircon worked well and beds were comfy. My only gripe was that the shower head was fixed and there wasn't a rain shower.",Date of stay:
Staycation - Dec 2021,"Had one night stay with my family
GREAT , AMAZING VIEWS from our rooms
Luckily we were allocated on 40th floor.
But otherwise, breakfast choices were limited - especially for vegetarians
Staff service quality was good, but i understand its holiday season - lots of families were having staycation at same time
Sadly unable to book for infinity pool
Hopefully they will send us email to book for gym/infinity pool like 2 days earlier, so we can book earlier too

Managed to take some photos - posted on my instagram : ig - @naughtynareshy",Date of stay:
Nice room the view is excellent!,"My son really love the infinity pooh on top of the hotel the lifeguard was very helpful ""thank you Kelvin :) "" ! I love the in room breakfast on bed ! The bed is very comfortable to sleep in the bathroom is huge with bathtub !",Date of stay:
"Best service staff, well worth it to pay for the Orchid Suite!","The Premium Guest services were excellent, top notch attentiveness from Dyana and Jerry from check-in, explanation, help with swimming pool booking till check-out.

It has been the most memorable staycation for my daughter, also a great place for our advance wedding anniversary celebration.

They have fabulous food from Club55, Spago, Rise, Renku and in-room dining.

Every detail is just so well thought of, staff are customer oriented. I am very impressed and will definitely return to stay if I’m back in Singapore. Even the lifeguard Ryan was so proactive to help us take family photos.

If there is a slight improvement needed, it would be Stella from the infinity pool service team, she could have been more polite to ask and check with her other colleagues instead of brushing us aside when we said we did not receive the QR code for the swimming pool booking.

Overall, it is still a 5 star rating.",Date of stay:
An iconic building with the best views in Singapore,"Marina Bay Sands is an iconic building with the best views in Singapore, overlooking the skyline and Gardens by the Bay.

The hotel is well know for the more than spectacular ininity pool on the 57th floor with super views of Singapore.

In this hotel you find everything you need, many great options for dining and drinking. My favorite is the Sunday brunch at Lavo. Wow it is good!

The staff is talanted and very well trained. The quality of service was excellent. Special thanks to Mustika in the reception lounge who made my stay more than wonderful!

Marina Bay surprised me in very good way, You will find more than just spectacular views. It is really a destination on its own with restaurants, shopping and also within walking distance to all attractions in the city. I highly recommend Marina Bay Sands.",Date of stay:
A great family staycation! We made the right choice!,"It was a delighted experience staying at MBS. From checked in all the way to departure, they never disappoint you. The smiles on all the staff just melt your heart, they simply blew you away. To mention a few whom made the impression - Caine from Reception, Adil from Skypark, Housekeeping team who keeps the hotel so clean, despite the hard work, the smiles and greetings from them along the corridor just made you feel welcome!
Well done MBS team and kudos to all! We will definitely be back!",Date of stay:
Fantastic!,"My friend and I had booked a stay at MBS during November (Covid SSM still in place). Shirley checked us in on the desk and organised a special room for us. We were taken to our room - the veiw across the city was brilliant. The room was tidy and clean. The bathroom and bath tub were excellent. We booked a pool slot for the day time and lifeguard Moe was very friendly and helpful. We were able to book an evening slot for the pool too (really recommend doing this if you can) and Leo was the pool attendant at night. Again very helpful and friendly. Other mentions for excellent staff: Kate and Camille and Zack. Overall, a brilliant stay with excellent staff. Thank you!",Date of stay:
Special views at special prices,"We went for a 2 hour evening session at the bar by the swimming pool. We had fantastic views of the city and bay as the day turned to night.

We had a few drinks and nibbles. It was all lovely, but as you would expect it comes at an eye-watering cost.

As usual with Singapore there were stringent covid rules.",Date of stay:
Service over & above the rest!,"I am writing this mail to compliment the amazing set of crew at the infinity pool. The service rendered to me was out of this world.

I would like to particularly compliment LIFEGUARD KELVIN for providing service over and above the rest. He was extremely helpful and had a lot of initiative. He continuously kept checking on all of the hotel guests’ safety & comfort. Staff like him should be recognized rendering such top quality service from his heart. He took pride in his work. He is definitely an asset to the company.

Thanks to this wonderful set of crew, I truly enjoyed my experience with your hotel and am definitely coming back and sharing my experience on all social media platforms.

Once again, thank you Marina Bay Sands (Infinity pool team) for the memorable experience.

Yours truly,
Taz Angullia",Date of stay:
Overpriced View,"I am basing my review on equivalent hotels worldwide at the price of over $600 a night which what I paid per night. Firstly I booked a City View and the room has an incredible view, we slept with the blinds open as it was so amazing. We were on level 35. The room is good, but not amazing for this price. The room we had at the Hyatt was double the size for less money and the service was equally as good.

You could only book the famous infinity pool for 1 hour a day that is it and the spaces are limited, so you may end up like many people with a timeslot that is not great. The gym was the same, you have to book which was relatively simple, but we arrived after the Singapore NY festivities, so it was alot quieter. For this price, I would expect a little more customer service like using the pool and gym a little more than once a day. I couldn't even get a drink or a coffee at the pool and the pool water was freezing. Even the staff agreed that the water is freezing.

The check in process was long. There were no queues, but it feels like they are doing background checks etc as it takes a long time to get a room key. For example to get in and out of room at the elevator lobby, there is a guard that records your room number. I even received a call while at dinner from the hotel asking me to approve another credit card deposit as they only took out $400 when I checked in. I wasn't really sure why the man was calling me and interrupting my dinner when they had my credit card and I was going to pay. So we checked into Tower 3, but when we were waiting in Tower 1 to go to dinner, there are these people dressed in red tops. They are the hotel police that literally are looking for any excuse to call you out for sitting in the wrong place. My mask slipped to the tip of my nose, not below my nose and I was told off. Again for this price, I wouldn't stay here again as I had way better experiences at the other hotels that treat you like a VIP guest.

We ended up going back to Orchard everyday anyway as it so much better than Marina Bay. This is my second stay. now I have experienced both sides of the hotel, I definitely won't stay again at these prices. I only booked it to impress my girlfriend.",Date of stay:
Very Pathetic Customer Service,"I booked two rooms for 2 days for my family of 6 under the Sandsational Staycation package over the Christmas holidays. On the MBS website, it says that complimentary breakfast would be provided if you sign up as a Sands Reward Member. What I experienced was having to jump through multiple hoops and walking back and forth between Tower 1 and Tower 3 on multiple occasions to get the breakfast voucher.
To the hotel's credit and our pleasant surprise, they allowed us to check in early at 9 a.m. and the process at Tower 3 reception was smooth. However, we were told to go to Tower 1 Sands Rewards counter to get our physical membership card. When I went there in the afternoon, there was a long queue at the counter. I was told that after getting the card, I needed to go to the machine to collect our breakfast vouchers. There was another queue for the single machine, but Mr Zack Chang told me I could go to the other machine at Tower 1. So I walked back but found the queue no better. I then returned to Tower 3 and queued again. However, after going through all the options in the machine, I could not see any vouchers. I then asked Mr Chang for help. He said it was not yet in the system and asked me to come back half an hour later. Long walk back to my room in Tower 3 and back to Tower 1 half an hour later. Still nothing in the machine. Mr Chang then offered to write out the vouchers for me manually, but only for 4 persons. I told him that we had an email from MBS that confirmed breakfast for 6. He said the rewards system is separate from the hotel system, so I would have to check with the restaurant. After some argument with him, he finally agreed to issue vouchers for 6.
I also asked about breakfast for the following day and he said it would be in the machine by the next day. Guess what? The next day, the machine only had breakfast vouchers for 3 persons! Long walk again to Tower 1, queue again and this time it was Mr Wong Wei Siang. It was like a re-enactment of the movie Edge of Tomorrow starring Tom Cruise. He had no idea what happened the day before. I had to explain the whole story again. He scrolled through his computer for 20 minutes and still could not understand the problem. I then request that he wrote out the vouchers for me manually. By now, I was not surprised when he said the same thing: We were entitled to only 4 vouchers; the remaining 2 had to pay! If I had a problem I needed to take this up with the hotel and restaurant separately!
I explained that 6 of us had eaten breakfast that morning and he could verify with the RISE restaurant After a heated discussion, he finally agreed to issue vouchers for 6. I had to go off by then for another event. So long walk back to Tower 3 and later in the day return to Tower 1 again to collect the vouchers. If the hotel had any sense of service, they would have offered to leave them in our room after putting us through all that hassle.
It's obvious that there is little coordination between the Sands Reward team and the hotel side. The Reward team is there basically to support the casino and clearly sees serving the hotel customers as a burdensome chore, unless they are high-rollers. Even though we don't gamble, we had paid over $800 per room per night, and the level of service was truly appalling.
I ran into another problem when I was checking out. I asked for two separate bills for the two rooms. I was told by the lady at the counter that it could not be done. Why not? The incredible answer was that at check-in they had taken one single deposit for both rooms using the one credit card! I patiently pointed out that I had intentionally made two separate bookings, because I wanted two bills. After I insisted, the lady made some phone calls, and then tried to dissuade me again. I stood my ground, and she finally cancelled the deposit and billed me separately for the two rooms. The good thing was I got lots of exercise from staying there but I doubt I will come back.",Date of stay:
First and last time here,"So much for safe distancing when there is no proper waiting area and massive crowd waiting to checkin. Everyone just standing in crowds outside the shops. Massive waiting times to check in. We understand COVID-19 is leading to more checks and measures but to wait 1-2 hours for checkin is really unacceptable.
Service level below average for the supposed top tier hotel. And more long queues for breakfast at the hotel. Management needs to look at themselves as to why there are long queues everywhere. Poor staffing planning. The poor staff are overworked and overwhelmed due to shortage of staff. Looks like the existing staff need to cover 3 persons work at the expense of 1.
Social distancing measures are a joke. Having stayed at other hotels the intrusion of privacy and constant surveillance every time you go in and out of the room is ridiculous. Take a long hard look at yourself sands management cos no other hotels are doing what you’re doing and how disorganised everything is.
Safe ambassadors are a joke and on a power trip with lack of basic courtesy",Date of stay:
"Not first time MBS hotel staycation but probably my last, at least for awhile.","I remembered the first time I stayed at MBS hotel. It was my birthday and my husband(then bf) arranged a surprise staycation for me at MBS. Everything was perfect. Then we have this thought to have staycation at MBS for at least once a year. Last year, we have our ROM and Honeymoon staycation at MBS in Aug 2020 and Oct 2020. I can say that was the most memorable stay at MBS. The staff that attended to us auto-upgraded our room to club room for FOC and give us a late check-out. All the staff we met was friendly greeting us(except for the staff at club 55 that served those guest that booked the club room as we are not aware only those guest that ""booked"" the club room is allow to enter the facility and we are given ""FOC"" for the club room so we are not allow to enter, the staff explain that to us with a ""look down on people"" face and tone). But we still enjoyed the staycation as we met many more other friendly staff. In Dec 2020, I arranged a staycation at MBS again to celebrate my husband birthday. During then, the staff attended to us was ok too and try to fulfil on our request. Though we met some unhappiness back then, but the staff tried to rectify the issue quickly for us. But this year, Dec 2021, when I arranged staycation at MBS for my husband birthday, I was very very surprise with all the ""new"" stuff that I am not aware of during my past stay in MBS.

Firstly, the check-out time is 11am(which I am really surprised, as during my past stay, the earliest checkout was 12PM, latest was 1PM).
Secondly, the parking is not FOC for guest. For this I swear I really had no idea during my past stay. If not my husband want to confirm and asked me to check with the staff, we could have pay for the parking for this staycation and I am sure the amount is not a small sum. But for this, at least the staff attended to us say she will give us a complimentary parking at last.
Thirdly, I indicated that it is a birthday surprise for my husband. I am glad the staff wished my husband ""Happy birthday"" during check-in. But she actually told my husband that they will send a cake to us from 3pm. Which it become not a surprise. Other 4 or 5 stars hotel I stayed before will make this arrangement as a ""surprise"" without informing you in advance. That is the reason why we put it as ""special request"" isn't it?
Fourth, the room that was upgraded for us is nothing compared to the one we stayed during our ROM and Honeymoon staycation. But for this, probably we are putting too high expectation from MBS based on our past experienced, hence, was rather disappointed.
Fifth, the Covid-19 virus still exist, during last year stay there is plastic vacuum for the cup, towel, amenity to assure the guest for the cleanliness. But I am not sure why this time round there is no such ""safety"" effort.
Sixth, the cake that was told will be send to our room was late. I even called the service to check and then they managed to deliver it to us at last close to 10pm. I was really worry it might past my husband birthday by the time they send the cake to our room.

I would say the whole experience for the staycation this time make me and my husband felt that what we paid is not worth what we received. There is really nothing special about MBS if I were to compare it with other 5 stars hotel. With this price, probably I can receive a better treatment from other hotel. My husband is even the member of MBS but I would say there is nothing you can expect from MBS even if you are the member of MBS.",Date of stay:
"Comfortable, Decadent couple stay during Covid","We had a complimentary upgrade and my request for a quiet room was met as it was away from the elevator. The wait till check in was heavily regulated due to Covid but the service was fantastic. I signed up for an MBS membership that same day too. The room was very classy, clean and had a great view of the Gardens by the bay. We booked our pool slot in advance and loved the view from the top too. Despite the ever-changing measures for Covid (we could not dine in at that time), I had to order food as takeaway from restaurants. The food was packed well and I made sure to order it before the dinner crowd arrived. Some of the entrances and exits were a bit confusing though. Having the MBS membership is a plus because it applies to all shops and restaurants in the shoppes and hotel. Would definitely stay again for the air-conditioned atmosphere (everything is interconnected apart from the gardens) and privacy.",Date of stay:
Staycation - 2 nights with breakfast and $100 dining credits,"I stayed at marina bay sands for 2 nights. This is a large hotel and there are things to take note of.

1. Booking or pool
You can book for a slot at the infinity pool 1 day prior to check in. For our stay. We have 3 slots. 1 slot per day. Each 1 hour 15 mins.
You can book all slots at the same time.
I would advise you to book earlier as many slots are not available when I tried to book.

2. Check in
The check in time is at 3pm. I reached the hotel at 2:45 and have a hard time self parking. In the end I valet park instead. The hotel car parking is surprisingly full with many cars waiting for an empty lot.

In the end I was at the check in counter at 3:10. I have to wait for about 15 mins before I check in. A bit of waiting.

3. Room

The room is decent. The tv is large but the movie Channels is very poor. Most movies are very old.

I have a room on 36th floor at the Tower 3. The view from the room marvelous.

4. Pool
Make sure you have slots in the day time and night time. The night view from the pool is very beautiful.
with capacity limit the pool is not crowded at all. The entry of the slots is enforced very strictly.

5. Breakfast
I have a choice of breakfast in the room, at spago on the 57th floor or ar Rise on the ground floor.

I tried spago first. The food is ok and not as good as what they served in Rise. Also the morning sun is very glaring and the table is very low. Not a relaxing breakfast experience. I went very early and do not have to wait to eat or be served.

The second breakfast at rise is nicer. But I was there later and have to wait. They are very short staffed and the wait is very very long. Something to bear in mind if you have plans in the mornings after breakfast.",Date of stay:
Compliment for outstanding staff during check in,"Jaevin is highly professional & guest satisfaction oriented
He ensured us a smooth check in & offered help with our bags
The friendliness & his smile when he greeted us during check in made our day
Jaevin is sure an asset to MBS
Hope this compliment could reach top management & Jaevin could be recognize for his outstanding work

Jaevin definitely deserve a pat on his back",Date of stay:
Family Year End Staycation,"It was a 4d3n staycation and the highlight of our stay was the infinity pool! The family was enchanted by the spectacular view overseeing them Singapore skyline and the Marina Bay Area!

I thought the excellent customer service of Khali, Leo, Fir, Ramon, Daniel and Kira has exceeded expectations. They assisted us with the towels and greeted us warmly! Their hospitality was commendable and that added to the overall fantastic staycation at MBS!",Date of stay:
Family Staycation 2021,"It was an Awesome stay. Everyone was warm and friendly.
Check-in was smooth.
We had breakfast at Rise on 20 Dec 2021,Chong Ming service was excellent. She was attentive and makes us feel welcome. She even check back on us to see if breakfast are all in order. She is an asset to MBS.

Well Done MBS and Team",Date of stay:
Staycation @ MBS (11-13 Dec 2021)-Compliments for Mr Moe (Lifeguard).,"We have met Mr. Moe (Infinity Pool Lifeguard) whom I would say is someone who is full of passion towards his job as he have always been in hospitality industry previous and interacting with international visitors.

He’s one of the more friendly, outspoken, helpful and will introduce about the awesomeness about MBS.

He helped visitors to take beautiful photos for them to keep as memories, inform you when will be the best time to take photos at the Skypark etc…

Despite we have met him only for once, we find him a person who is so passionate about his work, he’s more of a tour guide Cum lifeguard, not many are like him.

He’s a GEM to MBS, very sociable and a happy going person we would say.

Keep smiling and be happy as always!

Take care and stay safe Moe, till we meet again!

Regards,
Playford Family
(Staycation @ MBS, 11-13 Dec 2021)",Date of stay:
Almost 5 star,"All these are good.
Transportation, location, ease of check-in, checkout, concierge, staff politeness, cleanliness, minibar items, distance to shopping mall/casino/restaurants, views from infinity pool and observation deck.

These can be improved
-I was not allowed to drink 'outside' drink at the infinity pool resting chair, but I brought that 'outside' drink from hotel's very own minibar in the room🤣🤣😂

-Rise quality of breakfast can be further improved. The bacon in Western set was too hard. So as the youtiao in Chinese set. The congee, century egg, and soup based wonton Mee is bland. Finally the curry puff in malay set has too much curry powder taste.",Date of stay:
"One place, two types of staff","The parking situation at MBS was very crowded and I missed my check in time by 15mins. I approached a service staff at the reception area and she mentioned that I will have to come back again in 2 hours to check in, advised me to put my luggage at the holding area and ""have some coffee"" for 2 hours. This is a disappointing way of handling a customer request. We were late due to the horrendous parking situation and now further punished by having to wait for 2 hours for a room that is already ready? She did not bother to make any effort to give us a good holiday experience. Undeterred and simmering in anger for 5 mins, I asked another service staff for help and this tall bald indian guy made a different. I explained the situation, he directed us to an existing physical queue and I checked in successful in 5 mins, no 2 hours wait. I have 20 years of customer service experience and I always try my best to empathize with the customer and give them the best experience, not just simply repeating rules and regulation.

For the Infinity pool booking system, it is an unfair system with no penalty for no show. I wasnt able to book a slot at night and went up for a ""walk in"" but was told I cant. Its saddening that my MBS experience is not complete with a night view of the city line from the infinity pool. It was so close, the pool was quite empty! But the slots were taken up by no shows!",Date of stay:
Great room with great view,"We got a room with a garden view on the 25th floor, Both the night view and day view are amazing. The room amenities and infinity pool are great too. We are just disappointed that they longer serve a la carte buffet breakfast. MBS has a lot of activities for toddlers and children. It's a great place for a family staycation.",Date of stay:
Luxury stay redefined by MBS' total service concept,"Military precision operation with hearts and soul - something other city hotels can learn from.

Making up for the lack of historical legacy and geographical location, MBS boasts of grandiose in its unique architectural style and all-hands-on-deck service that is uniquely Singapore.

Few hotels in the can match the breathtaking panorama from the 2000+ guest rooms. My advice is to opt for one with a city view.

Rooms are impeccably appointed and cleaned. Mine ($500 per night) is humongous with two very huge independently controlled LCD TV.

Techies will like that the hotel system is linked to restaurants and brand-name shops across the MBS campus.

Foodies will appreciate the gastronomic experience of savoring the best of the best cuisines from traditional to fusion.

Families will love the diverse range of activities and options for everyone.

Last but not least, the tycoons will know that they will be accorded the VVVIP treatment even before they set foot here.",Date of stay:
