Review Title,Review Text,Date of Stay,Author Contribution,Rating
She said yes!,"We stayed during the good friday weekend, the place was crowded but we never had to wait for more than 10 minutes to be serviced. Breakfast queue was long, but we were acknowledged by the F&B staff which is appreciated.Booked the hotel to propose to my girlfriend and the concierge team were legends. I will like to give acknowledgement to Alan. I was due to check in on friday and I went down to the hotel on Thursday to make plans with the team. Alan made sure to keep the large bouquet of roses I bought were safe. He even went the extra step to find a place where it could be stored in the fridge for me.On arrival, some plans changed and I texted him (secretly) to see if he could place the items in room whilst I stall her at the check-in counter. Sure enough, he made it happen. We went up to the room and it was displayed nicely for her eyes to see.Proposal went smooth, and Alan event sent a bottle of Champagne for us to celebrate the occasion. Legends.As an ex hotelier, I am very impressed by the seamless service that was provided by Marina Bay Sands. In room dining was good too, the staff made us feel like we were dining in the restaurant when he presented us with our food.10/10 would return. Maybe for our wedding anniversaries. heheThank You so much to MBS, Alan and Team. You gave us a wonderful weekend <3 If I needed to cherry pick anything that was wrong with the hotel, the pillows were too soft. Got a bit of a stiff neck in the mornings :)",April 2022,5,5.0
Premium Services is a game changer,"Customer service from premium Services was immaculate, I mean next level. We thoroughly enjoyed our stay. The hotel was nice, views were fantastic but the hospitality did it for us. Would 100% recommend.",September 2022,3,5.0
Way Overpriced,"Way overpriced for what you get. Don’t get me wrong the view of the pool was amazing but without that the hotel is nothing. Was £1000 for one night, and not worth it. I had dirty bedding which had to be changed. We couldn’t get into any of the roof top bars which I think as we were a hotel guest for one night we should have been Abel to. That was very disappointing. The room wasn’t wow, which for that amount of money was also very disappointing. We spent most of our time at the infinity sky pool which was amazing but the only amazing thing of our stay. Had this been half the price perhaps I would have been more wowed but it’s defo not worth the money of the stay! I had paid half the price of this for hotels which have been outstanding.",September 2022,8,3.0
Very terrible experience,"4 hours for hotel to arrange a room despite check-in @3.45pm, followed by 2 different versions of why the lengthy wait occured. Worst is the service recovery that we didnt request for by a person called Jeevan. We dont usually go to such lengths to post. But his story of an IT outage causing Phone service to jam was absurd.",September 2022,16,1.0
Linda at ORIGIN + BLOOM...,"Just want to take the time to recognize one of the nicest people on staff. Every morning we woke up at 5:50 am to have the pool all to ourselves.  At 6:50 my companion would leave the pool and head down to the Cafe ORIGIN + BLOOM. The coffee is great. But without fail, my companion, Maria, would return with our coffee saying how nice Linda at the front counter was to her. This happened every morning. Linda remembered our orders and always had a warm smile. So yeah, the hotel is amazing but always remember, its the people working there that makes it so.",September 2022,99,5.0
Doesn’t live up to the hype,"Besides the view from higher floor there’s nothing special about the hotel. The customer service is very poor, which will take you by surprise compared to other 5 star luxury hotels. Check-in process is long and there isn’t proper sitting/waiting area. Staff aren’t the friendliest. Also would like to add the hotel is super crowded partly due to connecting with the mall I suppose. My overall experience wasn’t really great and that’s my personal experience but i am pretty sure for some guests it was memorable one.",September 2022,34,2.0
Once in a lifetime 🤗,"Our plane was delayed, so we arrived in the middle of the night, and we were only going to stay for one day 😕Staff was really nice, and offered us a delayed check-out and extended access to the pool, so we were actually really happy about that - it was really kind. Therefore, we ended up having a really nice stay at the impressive Marina Bay Sands.",August 2022,826,5.0
Very expensive to stay here - you don’t get the ambience that you expect,We stayed at Marina Bay for 3 nights - 26/29 Aug Hotel is very busy -  they have trouble coping with the number of guests - we had to wait 40 minutes to check in. The hotel is very expensive - $8.00 for a coke - $18.00 for a Heineken - $55.00 each for breakfast - dinner buffet in excess of $100 each We tried to book restaurants on the 57th floor - there are 4 - I think - every restaurant was booked out for dinner - for the next 3 nights of our stay I think 1 restaurant offered a table at 10.00pm !!I suggested to the hotel that guests paying nearly $900 a night - should be advised to book the restaurants in advance of their stay so they are not disappointed.Prior to arrival - the hotel advised you need to book a time for the swimming pool each day - I though this unusual - and it did make me doubt how good our stay was going to be. On arrival - reception advised you don’t have to book a time !The swimming pool on the 57th floor was the highlight - it is the main attraction at Marina Bay - it is magnificent - and a wonderful experience. But that is it - that is what you are paying nearly a $900 night  for - remove the swimming pool and it’s just another overpriced high rise hotel with a view over Singapore.Staff are excellent - cleaning of the rooms was very prompt - bathroom was a little larger than normal  - bedroom had a HUGE TV - but otherwise a standard size room.Hotel was far too busy with people everywhere - people queueing to have breakfast  - certainly not the ambience I was paying for !Both my wife and I were glad to leave the hotel and would never go back - it’s ok to pay more than normal when staying in a premium hotel - but it was excessive - and made us feel uncomfortable - like the hotel was gauging as much as they could while we were staying there.,August 2022,12,2.0
Great service and the infinity pool was worth it!,"The service at the hotel was great and attentive; I had a wonderful welcome gift from the hotel. However, at the price of almost $1000 dollars a night that should be pretty standard. The pool was wonderful to experience and it is great that there was no time limit. It was not crowded at all and enjoyed the pool as well as the hot tubs overlooking the ships. For me it was a must do for the pool but I don't think I would spend the money again since there wasn't much else to justify the high price tag. Great cleaning staff and front reception.",August 2022,142,4.0
Exceptional service and great cocktails 🍹,"We can’t recommend this bar enough We received an amazing service and great cocktails from Lisa, Nithilah and Rishaban and her management ~ definitely worth a visit 🇸🇬🌷🥰🇦🇺☺️✈️🏙☘️We will definitely pay a re-visit with our friends 🤗🇸🇬🇸🇬🇸🇬❤️❤️❤️",August 2022,8,5.0
Not all it’s cracked up to be!,"Obviously a very luxurious stay but feels more like a business resort than a hotel. We were a honeymoon couple but they weren’t bothered by that. We choose this hotel thinking it would be the best in Singapore but were left feeling a bit deflated. A lot more work is needed in making guests feel like they are in-fact staying in the best hotel in Singapore. Disappointing to find we had to pay a $400 holding fee which was not advertised and some 17 days later, we are still awaiting this refund - I don’t understand how they are able to hold on to your money for that long after check out??",August 2022,5,3.0
Excellent Staycation for celebrations!,"We checked in at MBS on 26th Feb and we are very pleased with the entire experience. Right upon arrival, we were graciously welcomed by Mr Ramesh and I had an excellent experience checking in at my designated time. I would like to thank Ms Lecia at the front desk who assisted me with a pleasant check-in experience and a wonderful room at Tower 2 on the 45th floor facing the Gardens and Harbour view. My mom was very pleased with the spacious room and we are truly appreciative of the scenic views especially at night with all the lights from Gardens by The Bay! I would also like to extend our heartfelt appreciation for the wonderful birthday cakes delivered to the room, it was indeed a touching gesture. Thank you to the excellent bell-hop services too and we appreciate the assistance from arrival to departure with our luggage; special thanks to Mr Marvin & Mr Philip who assisted us with our luggage to & from our rooms, thank you to Mr Shasi, Mr Suresh and Mr Abdul Majid too at the Lobby who helped us with our luggage off and on our ride back home. We felt the ohana vibes and we will definitely be regular visitors for future celebrations and staycations at MBS. For guests who are considering to stay at this hotel, please sign up for the Sands Rewards Lifestyle card too. It is great especially if you are considering the other attractions like the Sampan/Boat Ride, F&B at The Shoppes and retail experience with discounts too. Thank you for the wonderful experience and memories MBS! See you soon :)",February 2022,34,5.0
Fun Staycation,"Staycation was memorable.  We got a Premier room on the 37th floor, with a bathtub and a city view.Pros:- Great views from room, and a good size too.- Excellent and warm service by all, from concierge to housekeeping.  A shoutout to the pool staff who were friendly and helped make each swim enjoyable, no matter what time of day.- Bathtub in room, and some complimentary soft drinks and snacks in the minibar.- Infinity pool was wonderful. We were there three times, at sunrise, evening and late evening.  Loved the jacuzzi too.  Good that only hotel guests can use this as it cuts down on numbers in the pool.  Also, you can book a daily timeslot, which is great.- Easy access to Gardens By The Bay, and MRT at doorstep (we did not use this)- Access to food options within the building, or just over at the Gardens.  But not all the food was that great.Cons:  .- Room was dated, with mold in the bathroom.  They are renovating rooms in Tower 2 currently.- Housekeeping can be improved.  Dust in bathroom ceiling and room carpets.- Shower area does not drain fully, and you need to use the feet to push the water towards the rain area. Otherwise, could become slippery and cause guest to slip.- Funky smell in lift lobby area, so much so that they had to run an ozone machine for a couple of days.- Wait for lifts from room floors can take a while especially around meal times when diners head to the restaurants at the rooftop.Tip:  If you drive, you can park at the Shoppes area, but only for one exit. We parked there for three days, and paid $8.80 at the end of the stay after getting a parking chit from the concierge desk.   If you prefer valet parking, it costs @$12 per 24 hour block, but you can have multiple entries and exits.",March 2022,"5,329",4.0
spacious room and splendid views 😍,we’ve got the king deluxe room with a gardens by the bay view.The view was spectacular and couldn’t imagine a better 360 view of gardens by the way.As an expat living in Singapore this was a splendid view and amazing view too.breakfast spread was good but some are not vegan friendly and must thanks to the amazing staff at rise restaurant.the room was spacious and looks luxury at every point.Loved our stay at MBS 😍 would definitely visit again!,March 2022,2,5.0
A+++ on service,"2nd time staying here (last time being 5+ years ago) and still amazing even during a pandemic. - Check-in process is cleverly covid-safe designed to stagger people so no crowding in the lobby. You book a time slot and can track when it's your turn to approach a counter online. - Sky Infinity Pool access is no longer unlimited time, COVID era unfortunately however it is super safe with guests needing to book a time slot in advance. each time slot session ends they clean the area for the next lot of guests. Capped guest limit is a blessing in disguise, so much easier to take photos and have a swim now! - Super attentive service by all staff we encountered or walked past in the hallways. Also came to us with a cake as it was our anniversary. Wow factorNote that there is currently construction work in the middle tower from what I could see so some unlucky guests might hear noise but we were in tower 1 (L26) so did not hear any construction. No hotel in Australia comes close.",February 2022,78,5.0
Anniversary Stay at Marina Bay Sands,"Marina Bay Sands is certainly among the top hotels in Eastern part of the world. We stayed at the 45th floor of the property and we had access to their super amazing infinity swimming pool. The hotel, it’s services, staff are all top class and very polite and ever ready for all kind of assistance. As it was our anniversary, the hotel offered us a complimentary limousine service on our way back to the airport. It was an amazing stay, and will surely looking for to be back at this property",February 2022,1,5.0
Our home away from home!,"Our home away from home!! Spacious room, luxury bath products and great shopping!!! Excellent service and great food. The views are breathtaking and stunning!! The hotel is situated close to the majority of the sightseeing attractions.",February 2022,1,5.0
Great property,Staff was helpful and informative. The property has also many facilities and amenities that were well-maintained. A big thank you to Darrence at the front office for being so helpful and surprising us with a cake to celebrate our anniversary.,February 2022,2,5.0
Worlds Best infinity pool !!!,"We came to this hotel in 2017. it is an amazing hotel, very modern and stylish. Superb infinity Swimming Pool at 57th level, the views are amazing. A hotel that you have to experience at least once in your lifeMore than 2000 rooms but Smooth check in and check out experience , friendly staff and best service",August 2021,30,5.0
Fantastic Pool Experience,Splendid panoramic view of the Swimming pool. Staffs there are warm and friendly esp lifeguard Kelvin Chua he is very attentive and helpful in leading and directing us to our designated pool area. He also ensure that guest's safety are taken care of by explaining the safety protocols to us. We felt very welcomed from the hotel Staffs,February 2022,34,5.0
Nice stay at Marina Bay Sands,"It is my 2nd visit to MBS hotel.The environment seemed relaxed at lobby ,as well as lift area where there were no Social Distancing Ambassadors ( I nicknamed them Red Guards) manning entrance of the lifts of Tower 1,2 and 3.I am totally impressed by the hotel efficiency, really world class!I booked a room in Dec 2021, for Feb 2022 stay, I also order afternoon tea set in Dec 2021.few hours before I go to hotel, I received SMS telling me to arrive at hotel in specific time and tower .I went to the hotel lobby at about 1.50pm.Stand for a while and wait for my Queue Number to be called.Check in was effortless and receptionist told me that my afternoon tea set will be delivered to my room in 20 minutes or so.(thats efficient )25 minutes later, afternoon tea set arrived  and it was 2 tier -sandwiches and sweet savouries .I brewed coffee from Coffee machine.There, I was having meal and coffee in room, overlooking the nice view of harbour, and the sea..I know why this hotel is hot favourite during National Day because military aircrafts fly pass the bay area which hotel is located.Then rest in bed till 4.45pm.. Getting ready for swimming pool at 5.20pm, after contacting Room service for evening turndown and collection of food tray from my room.I went to Level 57, and it was 5.10 pm.Thus, I went to area where I admired the view of sea and cold breeze.After that I went to check in at swimming pool area, I walked along the path where  I pick the place near towel collection area, and placed my towel, clothes and went to swim. (quite comfortable, no crowded ,Thus, I swim to the side where I can see the buildings ( I recognised some of them ) and sea.Then swim to and fro  few  times, then do underwater exercise.Then rest at chair, looking around.. There are staffs in white uniform , red , and blue uniform.White uniform staffs in charge of towels - providing guests towel, and rescue guest if he has issues. (white uniform with red cross)Red uniform - Social Distancing Ambassadors.Blue uniform - bar staffs serving cocktails and drinks, bar foods.Time almost up. I went back to room and bathe and head to MBS mall to do window shopping, and observe the food court , restaurants- full of activites.Then went back to hotel , heading to Origin + Bloom cafe intending to order bread, hot chocolate, and fruits.Unfortunately, food and drink items not available, and thus I take fruits and went back to hotel room ,and eat fruits , watch my favourite local drama on TVThen surf net on my laptop till it was time to sleepI look at sea at night... it was beautiful sight..Morning, woke up.and book a gym slot at Level 55, Tower 2. Reply come almost immediateI then took lift down to level 1 lobby and then cross over to Tower 2 and then took lift to Level 55.I was impressed by the classy gym area.Social distancing are strictly observed and there are partion in between at gym machines.I began work out at cardio area for 20 mins, before moving to another gym machines.Time almost up, at 8 am.Take note when book a gym. You cannot book slot in advance unlike swimming pool.When you send SMS to Gym, you are given slot to go to gym in 15 minutes time immediately..I went down to level 1 and then cross over to Tower 3 ,and took lift up.Reaching my room, I took wallet and MBS membership card to go to Raspura Masters for breakfast where I had dim sum , kopi and fruit platter for less than $20.To Hotel Management: take note : there are a lot of scams involving Marina Bay Sands- membership scam, casino scam..There are also room scam and Club 55 voucher scam.Room scam- there is a lot of ads on MBS room - deluxe room advertise at cheaper price , less than $300 per night.. There are club room and grand club room scam where agents will deal with MBS staff to allocate booking of rooms for extra fees.Club 55 voucher - agents will give you voucher where you get free breakfast, afternoon tea, and evening cocktails if you pay such agents $80.In reality, Hotel is under intensive renovation at some areas where club rooms / grand room clubs are located. Thus all club room and grand club rooms are closed. and there are no such things as Club 55 vouchers. (hotel manager told me this few months ago when I made enquiry.)Will come and stay in hotel again when free.",February 2022,126,5.0
Amazing,"Amazing hotel, and a class apart. From check-in to check-out everything was done with great ease and comfort. Very accommodating and helpful staff to make your stay comfortable and enjoyable. The pool and the views were amazing and booking the pool was no problem with plenty of availability, The breakfast had great variety and was sure to leave you full and satisfied for the day ahead.",June 2022,3,5.0
Contented Guests,"My son and I had a staycation at your hotel recently.  We did not quite have a good experience with your front office staff and we sort of were disappointed that we received such a reception at a renowned hotel like MBS.After lugging our luggage to our allocated room, we headed for the pool without much of an expectation from the staff.  Upon our arrival at the pool, we were pleasantly greeted by a Mr Moe, the lifeguard.  He was such a jewel who changed our perspective of the hotel.Mr Moe was pro-active in everything he did. He ensured not only me and my son, but everyone at the pool were well taken care of and had a good time.  He took the initiative to show us around for the best location for photos and volunteered to take photos for us.  He was careful while doing so, the rest of the hotel guests were not neglected.  He was jovial, very approachable and professional all the time. We can sense his sincerity in ensuring everyone had an enjoyable time despite at times he seemed busy.  His service was impeccable. I would say he was very passionate with his job.  Mr Moe had such a magic touch that my son loves him so much that he is bugging me to bring him back someday to be entertained by Mr Moe again and most probably I will.     Finally, I would like to mention the restaurants served wonderfully curated dishes with well trained staff too.  The room we had had a nice view of Gardens by the Bay and the night view from the pool was beyond words.  Overall, the initial dismay was compensated.",June 2022,1,5.0
2 nights stay at the iconic Marina Bay Sands,"My family and I spent 2 nights at the iconic Marina Bay Sands Hotel, and were not disappointed. The rooms were exquisite, and the views from Spago and the pool on level 57 were spectacular. Whilst our check in process was very slow (took almost 50 minutes), the staff were apologetic and recovered somewhat by sending cake to both of our rooms as a gesture. We dined at Spago Pool side on the Friday, where we shared a few starter dishes, and then dined at Lavo on the Saturday  - WOW!The hotel rooms are beautiful, and the bathroom was amazing, double basin, shower and bath. Very spacious room with amazing views overlooking the gardens.The staff were very responsive, the Covid Protocols were excellent, and the cleanliness was top drawer.During our stay it was the reopening of the Marquee nightclub, and all tickets were sold out. Whilst having a pre-dinner drink at Rise Restaurant, we shared this with Daniel Whitelaw, the GM of Rise. Long story short, Daniel arranged entry for us on opening night through his contacts at Marquee - Exceptional Customer Service - above and beyond. Thank you Daniel, we really appreciated it - and what a great night to be at the re-opening. We really enjoyed our stay, and are pleased we've had the opportunity to stay at this iconic hotel",July 2022,158,4.0
Beyond my wildest dreams,"Not in my wildest dreams, have I stayed in such a stunning hotel.We were given a complimentary upgrade to the most sumptuous suite I have ever been in.I felt like Lady Gaga.Two enormous bedrooms, massage room, gym, hair salon area, dining room, two fabulous bathrooms with jacuzzi baths - Hermes bath products and so it goes on.The beds were extremely comfortable and the view incomparable. If I could 7 stars, I would!The staff were a delight, dinner in Lavo delicious. We cannot thank you enough for such a memorable visit Beyond every expectation.",July 2022,114,5.0
Spectacular hotel and the famous Moe,"It was our first time holidaying in Singapore and I must say at first glance was absolutely beautiful..  once we arrived at our hotel at Marina Bay Sands it was mind blowing..  WOW!! A spectacular hotel, in fact 10/10.. the next day we ventured up to the 57th floor only to walk out and see the most amazing infinity pool I have ever seen in my life,  then to be greeted by the famous lifeguard Moe. His charisma, service and friendliness was so beautiful and welcoming. One of the best customer service I have ever encountered. I highly recommend Marina Bay Sands to anyone who comes to visit Singapore and if you venture up to the infinity pool, ask for Moe!! He’s the best!!",July 2022,1,5.0
Amazing stay,"Once we walk thru the main door, an unique experience start. First time in Singapore, we realized we make the right choice. The whole staff of butler’s are unique. Always looking for us. The Infinity pool is a must. The hours are perfect from sunrise to late evening. The staff from Club 55, Rise, Renku, Spago top notch. On the second day we went to the pool to see the sunrise, we meet Moe, one of the incredible staff of the pool. He is the Ambassador of the infinity pool. He wants everyone enjoy this special location. If you go for first time to Singapore, definitely stay at the Marina Bay Sands, if you return, our next time, definitely stay at the hotels.",July 2022,18,5.0
A great experience staying in MBS,Stayed in Marina Bay Sands Hotel from 2nd to 4th July 2022. I t was a great experience. The room is neat and  clean. The staffs are very helpful and  hertful. Especially ially when we went to Infinity pools at the top. It's a breath taking pictures and we met one of the staff called himself Moe. He is very cheerful and so much helpful. Giving us tips when and where to go and what to do in the hotel area. He also guide us to take a great pictures in The pool. Very amazing .,July 2022,1,5.0
Hospitality was 100%,Me and my partner arrived at the marina bay sands and immediately you were helped out of the car and your luggage was taken from a lovely gentleman. We then went to check in and as we waited in the queue for too long (all of 5 mins) they fast tracked us to another counter and upgraded our room to a higher floor for the inconvenience. We didn’t even complain but it was a lovely gesture. We then got to our room to find our luggage already there soon after a knock at the door with a lady wishing me happy birthday and handing over some cake which was a lovely touch! The pool was incredible and you get free snacks and drinks whilst you relax. We then went to watch the gardens by the bay light show from our room which we couldn’t believe we could see it so clearly! Later in the evening we went to the rooftop to see the view in the dark and a gentleman named Moe introduced himself and he offered to take photos for us by the pool. He made space in an area near the edge and went that extra mile to get some incredible photos for our memories. He also gave us some great tips to watch the sunrise so thank you Moe! Thanks for an incredible stay we will be returning in the future 😊,June 2022,9,5.0
Excellent!,"this place is Wonderful!  the view from the pool is fantastic!  all the staff are really nice and helpful, a special thanks goes to Moe, great man, always ready to help everyone.  Moe is the best!  TOP!  if you come to Singapore you can't miss it!  thanks again Moe!",June 2022,2,5.0
Glad we chose MBS,"We visited Singapore 10 years ago and promised our then 12 yr old daughter we would come back and stay at this iconic hotel.  So what could be more fitting than first trip out after Covid and our daughter graduating and about to start work.  It did not disappoint !! Arriving at 1.30am we were quickly checked in and upgraded to a magnificent room than was more than enough for the 3 of us overlooking garden by the bay. We loved having a balcony to have fresh air in the evening. On leaving our room to explore the amazing breakfast we were asked if our room could be cleaned ( at 9am !!!) and this continued throughout our stay . It was terrific to have the room sorted so early . All staff we encountered went out of their way to be approachable and helpful. The pool was just as amazing as we had pictured and we dined and drank all afternoon while watching amazing plane, helicopters and parachutes around us practice for national day. Unfortunately we did get a little baked as the cloud cover was a little deceptive and we stayed longer than planned…..ouch!! We did not want to leave and will definitely be back …just really special place",June 2022,81,5.0
Famous landmark and pool,"Staying here for 2 weeks. Maybe due to tower 2 closed for renovations, the hotel is near full occupancy. Couldn’t book a suite and settled for a room with “garden” view. The garden is the supertree grove so pretty cool. Got a low 12th floor so pretty disappintedThe porter is helpful, the front desk pretty grumpy. The rest of the staff from housekeeping to operators to gym/pool staff are thankfully as pleasant as the porterThe room is ok sized with a generous balcony and 50-60 inch flat screen tv. The bed is disapponting - not king sized nor luxurious. Towels too, are worn and cheap feeling. So no 5 star luxury feels hereBecause the hotel is huge with 3 towers, it is extra exercise walking to the gym and pool. The gym is large and ok. The world famous pool is always crowded as expected, but nice since it’s 57 stories upFor convenience, the shopping mall is connected and you can literally get and eat anything thereWrote seperate reviews for the hotel restaurants 7/10",June 2022,"26,690",4.0
Rooftop Infinity Pool sets this place from other places with better food and service,Great trip to Singapore as part of a leg to Maldives from UK. The hotel was our first choice and although more expensive than some other local luxury options it was worth it overall. Rooftop infinity pool sets this place apart not the service or rooms or food.,June 2022,16,4.0
Excellent hotel but shocking breakfast service!,"The hotel is beautiful and the infinity pool is incredible! It’s a real flaw that you can only access the pool from tower 3 and not the other 2 towers. Staff were excellent throughout except for at breakfast. Breakfast service in the Rise was extremely poor. We had to wait 15-20 minutes in large queues, even when there were empty tables that were simply not being cleaned. In a hotel that prides itself on efficiency, this was very poor. Even getting water at breakfast was bad as the lady “serving” kept running out of glasses and took ages to get new ones. One elderly guest even resorted to bringing a bowl to get water as they needed some to take their medication! Overall the hotel and service was excellent but breakfast service was utterly terrible and needs to be sorted.",May 2022,16,4.0
MBS most memorable stay,"We stayed 5 nights in a harbour view room on level 42. Checkin was quick and we were made to feel welcome. Room was spacious and the views spectacular. Bed and pillows are a little on the hard side. Obviously we stayed here to experience the infinity pool and it didn’t disappoint. Pool and bar staff are amazing. Special shout out to Maurice, Mary & Ryan. Location is also close to so many attractions and food options. Only small criticism we have is the breakfast in Spago. The manger should take a trip to W @ Sentosa to see how a breakfast should be done. Having said that it didn’t affect our stay and we loved every minute of our time here and will be back for sure. Everyone at the hotel went above and beyond to make sure our stay was memorable and it made for one of the best holidays we have ever had.",April 2022,46,5.0
Just have to do it once- top of the line!,"One of the reasons we did a stop over in Singapore was to stay at this hotel. Yes, its almost $500 a night. They were very outgoing- allowed us to check in early at 930am- which is virtually unheard of anywhere. They also upgraded us to a king bed high floor with views of the gardens. Staff are outstanding. Facility is beautiful- beyond words. Infinity pool awesome- no longer any limits on time you can spend at the pool. Food super pricey as expected. 3 mini sliders and 2 drinks at the pool for $70 USD. Highly recommend 1 night stay for the experience. Free water and soft drinks in the room fridge is a nice touch.",May 2022,193,5.0
Excellent Dinning Experience & Divine Delicacies at Blue Pearl Restaurant @ MBS,"If you are looking for an enchanting and memorable dinning experience, dinning at Blue Pearl Restaurant located at Marina Bay Sands (2nd level inside the Casino) will definitely not disappoint you.On 25 May 2022 at about 7.15pm, I and one of my food buddies were warmly welcome by Marcus Choong,  the AGM of Blue Pearl Restaurant and he then led us to our dinning table which is at a secluded corner of the said restaurant. This is our 4th or 5th visit to Blue Pearl, and we cannot stop returning because of the delicacies created by the Chief Chef, Jason Lau have always been scrumptious and delectable.As there were only two of us, we decided to have a simple meal.  We told Marcus we wanted a fish, a lobster noodle and a dessert to complete our meal.  Marcus simled and told us that Jason, the Chief Chef was around and the latter would handle our request personally.The first dish that Jason presented us was the 'Fried Garoupa with Asparagus'. The garoupa was super tender and fresh, and the asparagus did na good job in complementing the said dish.  The bones of the garoupa were deep fried and became another added delicious dish.The presentation of the 'Lobster Noodle' was both creative and astonishing. The crispy fried noodle was delightful and the main star of this dish (lobster) was utterly enchanting with its freshness, firm and bouncy flesh. I am not a fan for lobster as I always find the lobster either overcooked or not easy to eat.  Nonetheless, this lobster was so far the best lobster that I have tasted.'Bird's Nest in Papaya' was the dessert that Jason presented to us  The papaya was double-boil and cut into half before it was filled up with bird's nest and milk.  It was served hot and left us speechless and wanting for more.We managed to take photos of all the 3 dishes and hope to share with foodies who will be able to appreciate good food and fine dinning experience.All this wonderful experience will not be possible without Marcus Choong and this team of professional serving staff, and the super creative Chief Chef, Jason Lau of Blue Pearl Resturant.Yours Sincerely,Danny Lim",May 2022,3,5.0
Awesome,"Lots to say, firstly I would like to thank all the staff from check in at reception to the pool attendants to housekeeping all were absolutely lovely and so accommodating.I had a beautiful room with the most amazing views of the Bay with so many ships to see and also overlooking the Gardens by the Bay which were wonderful especially at night when all lit up.Breakfast was at Club55 where I would like to thank the following staff for their service and fabulous hospitality Raja the Manager, Junemay, Kate, Jessen, Hui ting, and Vincent. their service was outstanding. Had some lovely conversations with them.Rise Restaurant Buffet,  Food on buffet is amazing with the most fantastic Seafood Platter. All staff are very friendly especially the hosts and servers.Renku Club, had some beautiful canapes and cocktails while listening to a pianist playing in the background. Service staff were very attentive and lovely.Can't complain about anything everything was amazing.Thank you Marina Bay Sands for an awesome stay in Singapore.",May 2022,6,5.0
Greatest Ezperience overall,I would like to thank all staff from check in at reception to housekeeping to pool attendants all were very pleasant and most accommodating.I had such a beautiful room with views overlooking the Bay with ships galore to look at and the Gardens by the Bay which were amazing especially at night when all lit up.Thank you Marina Bay Sands for such an exceptional time.,May 2022,10,5.0
a place you must visit in singapore,got the best experience from the rooftop infinity pool . mind blowing. Gd support buy room service and very good view of whole singpore city and waterfront. i think everyone shuld visit this place if you come to singapore,June 2021,3,5.0
"Great view, but train station feeling","Stayed in many 5 Star Hotels in Singapore over the years. The MBS has clearly a great view! Impressive!Yet, the lobby is like a train station, busy noisy, friendly yet very nusy staff. Breakfast isn't recommended, but Chinese lunch was ok to good.The pool and view terrace on top of the iconic building is a bit over regulated. Certain areas couldn't be accessed for picturing (alneit bekng empty) and it was entirely clear why the staff follows such procedures.Rooms are good but a bit dated. Gym is great, good views, and friendly staff.I wouldn't want to stay there and rather pick other places.",May 2022,79,3.0
GEMS service from Ryan @ the pool,"Spent  the whole day at the beautiful pool yesterday. Was observing how this life guard, Ryan was assisting the hotel guests. He was simply amazing. Not only he went the extra miles for other hotel guests, he also rendered assistance to my family although his primary role is to ensure the safety of the guests using the pool.  He is definitely a valuable asset to MBS. Keep up the good work Ryan!. Thumbs up!",June 2022,1,5.0
15th Wedding Anniversary,"We arrived late afternoon. My husband and I hit the Infinity pool once we settled from checking in.Of course!, who wouldn’t think of taking a photo of the magnificent view? I was trying to capture our selfie when Moe offered to help capture better photos!We are aware that taking photos is not Moe’s main duty in his workplace but he was so great in offering to take our photos! better than selfies😁.For Moe , he set an example of giving his best to make guests feel welcome and belonging regardless of an individual’s race, colour and status. Moe was also great in answering our questions about Singapore. He is a great ambassador for your resort. Great job! MoeGreetings from Helen and LeighAustralia",June 2022,5,5.0
"Fantastic hotel, location and class","This place did not disappoint. From checkin to customer service, hospitality and ambience. It matched all expectations and beyond. I arrived at check in and was ushered to the VIP check in as there was a large party being checked in together. This was great initiative by staff concerned. The rooms were magnificent with all amenities, complimentary toiletries and even the mini bar was free. Lots of information and movies, programmes on the tv. The harbour view room I had was immaculate and the view outstanding. It overlooked the Bay of Gardens and was beautiful and colourful at night. The infinity pool was amazing and the complimentary juices and ice creams were an added treat. Amazing view from the sky deck and even watching the water/light show every evening from 8pm was spectacular. An array of cafes and restaurants and the Bayfront MRT all in close proximity. The gym had everything including a steam room, mini pool and sauna. Great view from the treadmills too. All I can say is that you must stay here to experience all it has to offer. It was worth it. Would recommend Marina Bay Sands and would more likely spend more time , next time . So clean and just an amazing ambience about the place. I must make mention of my clean room daily was due to staff member , Wen Bin. He took pride in his work and endured our stay was pleasant.",June 2022,"1,165",5.0
Recommend but wouldn’t rush back,"Arrived at Marina Bay for the last stint of our Honeymoon. At the time, check in was busy and seemed it couldn’t handle the capacity, despite arriving for our allocators time, we waited around 60-90mins to be checked in being passed from desk to desk which happens to be a walk between tower 1 and 3.After getting checked in we got to our room and settled in. The rooms are amazing and the view incredible (city view) with great facilities and add ons with the complimentary mini bar, bottled water, snacks, etc. However we were put in a room next to a another under construction with continuous drilling/hammering starting at 9am and continuing way past 7pm. Although we didn’t plan to spend too much time in the room, it is still not something we paid the premium rate to listen too. Staff were quite good in getting us moved but again we had to pack up and wheel our suitcases again to another tower to settle back in. Once out, the shops, restaurants and entertainment are amazing. From well known chefs to pub grub styles the selection and quality of food is incredible and the shops the same. There is a water show every evening I think one at 8pm and one at 9pm which is worth a watch! Overall it is a great hotel with so much to see and do around the area but we just felt a bit let down and wondering whether it was worth the hype and money paid. Don’t forget to screenshot your check in time and register for infinity pool access on the days you want! Deposit of 400 Singapore Dollars was also a bit of a surprise as they take the full room rate with this as an addition.",June 2022,2,4.0
